Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
O75635 (gene SERPINB7):  Serpin B7,SERPINB7,39,0.6190476190476191,1081651.3174603174,2915031.106157416,False,9,0.42857142857142855,106236.69047619047,196478.67827108921,False,1.0,10.181523093403904,3.347881490774123,1.0,1.527525231651947,0.1266304579476171,0.27552053687654415,2739.0,1.5138903303434648,0.13389872293372285,0.6004224641126419,1291.0,874.0,0.022516250974345793,0.0843793676588863,1591.5,0.022516250974345793,0.23067879790431656,False,1291.0
P01034 (gene CST3):  Cystatin-C,CST3,41,0.6507936507936508,11628030.904761905,28925726.01808069,False,9,0.42857142857142855,1420773.3333333333,2830166.3782227044,False,1.0,8.184296982455837,3.0328584969090637,1.0,1.7967290541752945,0.07237864412072877,0.1909823046546964,2249.0,1.5951807895824346,0.11451902683245102,0.6004224641126419,1087.0,863.0,0.0316543795213372,0.10751223866469085,1756.0,0.0316543795213372,0.28693519493751163,False,1087.0
Q9BS40 (gene LXN):  Latexin,LXN,39,0.6190476190476191,3394551.4285714286,5011697.779865687,False,5,0.23809523809523808,3972037.1428571427,9485316.289777355,False,1.0,0.8546122069062086,-0.22665817089749948,-1.0,3.027149874657079,0.0024687152258023605,0.024712005095867295,575.5,-0.35221896001494574,0.7255776840905581,0.8527967815768853,5076.0,883.0,0.015645000783454432,0.06648011016673015,1404.0,0.0024687152258023605,0.059548605271443025,False,575.5
O60220 (gene TIMM8A):  Mitochondrial import inner membrane translocase subunit Tim8 A,TIMM8A,13,0.20634920634920634,612764.126984127,1625531.8922229,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.2642350945474456,0.02355965917208087,0.08981273266494215,1549.0,1.7067690874670747,0.09164941438559988,0.6004224641126419,829.0,798.0,0.02561375401976098,0.09204627458763667,1644.0,0.02355965917208087,0.23299264986436163,False,829.0
Q13123 (gene IK):  Protein Red,IK,12,0.19047619047619047,104595.31904761904,542976.1671456675,False,2,0.09523809523809523,2114.904761904762,7173.508950130081,False,1.0,49.45627854370157,5.628081779650788,1.0,1.0141851056742197,0.3104944343172349,0.4795262218836716,3854.0,0.8545242700048838,0.3953042561835721,0.6635861543025299,3554.0,733.5,0.25517235182248,0.42299479048983485,3599.0,0.25517235182248,1.0,False,3554.0
P61020 (gene RAB5B):  Ras-related protein Rab-5B,RAB5B,31,0.49206349206349204,663850.6507936508,1332389.3375684053,False,3,0.14285714285714285,162400.57142857142,502098.90602858516,False,1.0,4.087735929436334,2.03130200018993,1.0,2.8234313708468908,0.004751259685565842,0.03503833780480323,803.0,1.6650619355212548,0.09971693299590582,0.6004224641126419,929.0,889.0,0.008298881334566998,0.04553442316019691,1087.0,0.004751259685565842,0.08353442618099945,False,803.0
O75381 (gene PEX14):  Peroxisomal membrane protein PEX14,PEX14,2,0.031746031746031744,7164.920634920635,41203.8915897098,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8263938705413374,0.4085806993246499,0.5641269271397509,4163.5,0.7873178155045644,0.43336563843907017,0.6764676606299038,3822.0,682.5,0.42264357703738953,0.5760775829575202,4239.0,0.4085806993246499,1.0,False,3822.0
Q03518 (gene TAP1):  Antigen peptide transporter 1,TAP1,12,0.19047619047619047,115369.11111111111,705726.8092917954,False,1,0.047619047619047616,6009.047619047619,26873.27791244747,False,1.0,19.199233956178375,4.2629768438718045,1.0,1.5675473731482317,0.11698680219229085,0.2595549504943128,2671.5,0.701445832446895,0.48501083972996073,0.7000404880956663,4102.0,756.0,0.12289908512172135,0.2616759249950712,2800.0,0.11698680219229085,0.7066587194187045,False,2671.5
"O00757 (gene FBP2):  Fructose-1,6-bisphosphatase isozyme 2",FBP2,11,0.1746031746031746,140868.73015873015,502981.1040235376,False,4,0.19047619047619047,336174.7619047619,950337.3395329983,False,-1.0,0.4190342230337301,-1.254860019495435,-1.0,-0.16447838793172298,0.8693545589720689,0.9932151089290244,5219.5,-1.1880184844717216,0.23825577041433985,0.612276147586255,2316.0,643.0,0.780635097466944,0.9055549273746428,5143.0,0.23825577041433985,1.0,False,2316.0
Q9BYD5 (gene CNFN):  Cornifelin,CNFN,9,0.14285714285714285,2015126.9841269841,8773668.758210313,False,3,0.14285714285714285,481328.5714285714,1310528.8823847515,False,0.0,4.186593324684528,2.0657767850579942,1.0,0.0,1.0,1.0,5611.5,0.788596760769,0.4326217356437885,0.6764676606299038,3812.0,669.0,0.9054101537606489,1.0,5259.0,0.4326217356437885,1.0,False,3812.0
Q8IUI8 (gene CRLF3):  Cytokine receptor-like factor 3,CRLF3,17,0.2698412698412698,124917.1746031746,353695.57673210785,False,3,0.14285714285714285,276038.09523809527,677647.0745132542,False,1.0,0.45253599687019785,-1.1438955392869057,-1.0,1.1832159566199234,0.2367235706378572,0.405132766042874,3387.5,-1.2973199419343506,0.19815922550610177,0.6037885287892764,1958.0,723.0,0.3988162573526347,0.5760775829575202,4046.0,0.19815922550610177,1.0,False,1958.0
P05107 (gene ITGB2):  Integrin beta-2,ITGB2,30,0.47619047619047616,218675.13968253968,431138.75914772286,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,3.944053188733077,8.01158765602935e-05,0.006789321210582958,60.5,2.296462064644614,0.024200848687030034,0.6004224641126419,122.0,976.5,0.0001500059756334379,0.017998412637411653,47.5,8.01158765602935e-05,0.018994842488035468,True,47.5
O75934 (gene BCAS2):  Pre-mRNA-splicing factor SPF27,BCAS2,4,0.06349206349206349,57021.39682539683,271717.2186521873,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.1832159566199234,0.2367235706378572,0.405132766042874,3387.5,0.9501619218866864,0.34482210484942766,0.6412354557082155,3208.0,703.5,0.24535003058266547,0.41001632561797824,3488.0,0.2367235706378572,1.0,False,3208.0
O14791 (gene APOL1):  Apolipoprotein L1,APOL1,39,0.6190476190476191,806801.3968253968,1210064.3364981401,False,3,0.14285714285714285,853052.380952381,2102657.7607125724,False,1.0,0.9457817771092866,-0.08042075001206563,-1.0,3.779644730092272,0.00015705228423075119,0.008008324168552662,116.0,-0.12217253099241218,0.9030612996955035,1.0,5280.0,918.0,0.004698806842536091,0.03421966756683078,815.0,0.00015705228423075119,0.021960326430953005,True,116.0
Q8N8S7 (gene ENAH):  Protein enabled homolog,ENAH,37,0.5873015873015873,1122459.3333333333,2361070.304032508,False,5,0.23809523809523808,754037.9523809524,1920660.9844959122,False,1.0,1.4885979277138024,0.573954132681025,1.0,2.7717394687343333,0.005575764332991238,0.03766819301693347,867.0,0.6394845493754702,0.524290301852185,0.7000404880956663,4286.0,878.0,0.01706653287704728,0.07060952506550908,1442.0,0.005575764332991238,0.09155507342374053,False,867.0
O15126 (gene SCAMP1):  Secretory carrier-associated membrane protein 1,SCAMP1,10,0.15873015873015872,99724.74603174604,351878.94481460564,False,1,0.047619047619047616,12145.714285714286,54317.28555629488,False,1.0,8.210694215064072,3.0375042071783382,1.0,1.307131507188901,0.1911680523115985,0.35222625080018427,3222.0,1.1224470593784412,0.2649482742832833,0.6237894516020522,2529.0,735.0,0.19833832877546398,0.3587891053591322,3297.5,0.1911680523115985,0.973961229795898,False,2529.0
Q9NPI6 (gene DCP1A):  mRNA-decapping enzyme 1A,DCP1A,3,0.047619047619047616,10380.539682539682,63649.16357655028,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0183501544346312,0.30851158133872325,0.47881896312872607,3728.5,0.7384212099980139,0.4623667595160722,0.6916951071396407,3988.0,693.0,0.31924652446294033,0.4856258962126216,3828.0,0.30851158133872325,1.0,False,3728.5
Q13610 (gene PWP1):  Periodic tryptophan protein 1 homolog,PWP1,4,0.06349206349206349,19294.126984126986,83989.63366940222,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.1832159566199234,0.2367235706378572,0.405132766042874,3387.5,1.0401030645824172,0.30134912260479735,0.630987852821247,2837.0,703.5,0.24535003058266547,0.41001632561797824,3488.0,0.2367235706378572,1.0,False,2837.0
Q05086 (gene UBE3A):  Ubiquitin-protein ligase E3A,UBE3A,4,0.06349206349206349,4096.619047619048,17175.219351136016,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.1832159566199234,0.2367235706378572,0.405132766042874,3387.5,1.0799414692181653,0.2833344403730236,0.6267780818264793,2692.0,703.5,0.24535003058266547,0.41001632561797824,3488.0,0.2367235706378572,1.0,False,2692.0
P51114 (gene FXR1):  Fragile X mental retardation syndrome-related protein 1,FXR1,18,0.2857142857142857,150979.82539682538,417070.27500987257,False,2,0.09523809523809523,9292.142857142857,34785.44668910468,False,1.0,16.248117113752645,4.022200638379834,1.0,1.7748239349298849,0.07592696298255763,0.19737702011064873,2287.0,1.5363736854178287,0.1282965570597238,0.6004224641126419,1241.0,801.5,0.05366507130430733,0.1526876280235373,2074.0,0.05366507130430733,0.41854100261147775,False,1241.0
O00754 (gene MAN2B1):  Lysosomal alpha-mannosidase,MAN2B1,38,0.6031746031746031,575067.4015873015,1352836.3994774837,False,6,0.2857142857142857,45618.28571428572,100636.42484761094,False,1.0,12.60607216098453,3.6560469211802,1.0,2.5226248955475654,0.011648257789437821,0.05805639596640438,1193.0,1.770335998661726,0.08038789801235556,0.6004224641126419,667.0,919.5,0.004858078713192745,0.03443694533040913,838.0,0.004858078713192745,0.084812734771932,False,667.0
P08579 (gene SNRPB2):  U2 small nuclear ribonucleoprotein B,SNRPB2,18,0.2857142857142857,310086.55555555556,876798.1596450675,False,3,0.14285714285714285,34344.333333333336,111160.62368668457,False,1.0,9.02875454116235,3.1745269908940927,1.0,1.3093073414159544,0.19043026382552397,0.35222625080018427,3199.0,1.420104356905694,0.15936826782358327,0.6004224641126419,1572.0,768.0,0.14985213897314295,0.29534782329493586,3027.0,0.14985213897314295,0.8339718853673236,False,1572.0
O43395 (gene PRPF3):  U4/U6 small nuclear ribonucleoprotein Prp3,PRPF3,3,0.047619047619047616,7476.269841269841,36108.698694405706,False,3,0.14285714285714285,101994.28571428571,367310.3147861482,False,-1.0,0.07330086964028207,-3.770025875204453,-1.0,-1.4675987714106855,0.1422132419363925,0.2923653347320874,2840.5,-1.9893583612673897,0.049995522360168146,0.6004224641126419,323.0,596.0,0.13263005744387674,0.27842045134066457,2842.0,0.049995522360168146,0.4054597884807103,False,323.0
"P51687 (gene SUOX):  Sulfite oxidase, mitochondrial",SUOX,10,0.15873015873015872,16523.726984126984,48708.4852198445,False,2,0.09523809523809523,1488.4761904761904,4600.470810471961,False,1.0,11.101102643596631,3.472631077718795,1.0,0.7200822998230956,0.47147432485129004,0.6378267170210424,4399.5,1.3955270057179665,0.1666246610244527,0.6004224641126419,1642.0,711.5,0.4007419692173636,0.5760775829575202,4052.0,0.1666246610244527,0.9106101322185203,False,1642.0
Q9NQE9 (gene HINT3):  Histidine triad nucleotide-binding protein 3,HINT3,1,0.015873015873015872,7179.68253968254,56532.87685036546,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5808178695515156,0.5613632102341237,0.6882640592389606,4688.0,0.5750175312895446,0.5668538648299895,0.7000404880956663,4791.0,672.0,0.5824171855288369,0.7079667744223801,4730.0,0.5613632102341237,1.0,False,4688.0
A0A0C4DH68;A0A075B6R9 (gene IGKV2-24;IGKV2D-24):  Immunoglobulin kappa variable 2-24; Probable non-functional immunoglobulin kappa variable 2D-24,IGKV2-24;IGKV2D-24,45,0.7142857142857143,42569125.23809524,120320164.78234948,False,7,0.3333333333333333,3753044.761904762,9023566.139875669,False,1.0,11.342557293795512,3.5036740419699712,1.0,3.1132471299766253,0.0018504100240281803,0.021477716348934143,501.0,1.4592962365099527,0.14830389407158384,0.6004224641126419,1442.0,954.0,0.0019137807005934753,0.02518405555604634,449.0,0.0018504100240281803,0.05273668568480327,False,449.0
P41222 (gene PTGDS):  Prostaglandin-H2 D-isomerase,PTGDS,39,0.6190476190476191,9965474.031746032,28512366.75395401,False,4,0.19047619047619047,274563.3333333333,835111.0632686234,False,1.0,36.295720592855574,5.181727553758164,1.0,3.4026448623079015,0.0006673696582944712,0.012520526356556025,312.0,1.538672413522603,0.12773439535625802,0.6004224641126419,1233.0,970.0,0.0007133288790544707,0.020218148130670466,209.0,0.0006673696582944712,0.03237014131207167,True,209.0
Q9ULX6 (gene AKAP8L):  A-kinase anchor protein 8-like,AKAP8L,1,0.015873015873015872,1150.4761904761904,9058.858582672634,False,2,0.09523809523809523,2867.3809523809523,10573.34447460617,False,-1.0,0.4012289295287585,-1.3175024635559363,-1.0,-1.6972502573910517,0.08964935715180232,0.2177592380617282,2441.5,-0.7116258744946253,0.4787161111268604,0.7000404880956663,4071.0,610.0,0.10129807099296514,0.23093018400612536,2616.0,0.08964935715180232,0.588380991111803,False,2441.5
Q12965 (gene MYO1E):  Unconventional myosin-Ie,MYO1E,13,0.20634920634920634,51795.60317460317,211807.75381482294,False,8,0.38095238095238093,34035.18571428572,82165.75781282898,False,-1.0,1.5218251960746898,0.6058026536907319,1.0,-1.6002645283972776,0.1095399123955485,0.2487416630168445,2565.0,0.3704759753042604,0.7119831528197493,0.8397966567264975,5058.0,566.0,0.196837427073843,0.3567229920785381,3292.0,0.1095399123955485,0.6772955511293415,False,2565.0
Q8WW22 (gene DNAJA4):  DnaJ homolog subfamily A member 4,DNAJA4,5,0.07936507936507936,30181.650793650795,138198.70623508983,False,3,0.14285714285714285,1029400.0,3476400.82145724,False,-1.0,0.02931965299555224,-5.091988160810449,-1.0,-0.8583950752789521,0.390674346023568,0.5641269271397509,3989.0,-2.248749363004483,0.027210658609943462,0.6004224641126419,138.0,612.0,0.3202965233959021,0.4866027651082128,3926.5,0.027210658609943462,0.26071540032161034,False,138.0
Q9GZT8 (gene NIF3L1):  NIF3-like protein 1,NIF3L1,26,0.4126984126984127,599514.1746031746,2036154.2034291916,False,3,0.14285714285714285,101046.66666666667,278971.96954828774,False,1.0,5.933042567103399,2.5687721335696354,1.0,2.2524107600468706,0.024296326381789864,0.09070831238658218,1590.0,1.1049652600254767,0.2724062954150329,0.6262589876465079,2594.0,830.0,0.04073997563895836,0.12839656347703413,1893.0,0.024296326381789864,0.23646310472064982,False,1590.0
"Q96EY1 (gene DNAJA3):  DnaJ homolog subfamily A member 3, mitochondrial",DNAJA3,2,0.031746031746031744,669.1746031746031,3700.156090828852,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8263938705413374,0.4085806993246499,0.5641269271397509,4163.5,0.8188348825912529,0.41525401862079403,0.6734333001360688,3668.0,682.5,0.42264357703738953,0.5760775829575202,4239.0,0.4085806993246499,1.0,False,3668.0
A0AV96 (gene RBM47):  RNA-binding protein 47,RBM47,4,0.06349206349206349,24220.507936507936,134592.9545820985,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.1832159566199234,0.2367235706378572,0.405132766042874,3387.5,0.8147752914979278,0.4175610343495174,0.6736017804210749,3696.0,703.5,0.24535003058266547,0.41001632561797824,3488.0,0.2367235706378572,1.0,False,3387.5
Q7KZI7 (gene MARK2):  Serine/threonine-protein kinase MARK2,MARK2,10,0.15873015873015872,13237.380952380952,38977.845893402,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9451950503185496,0.05175150734689501,0.15246888534892647,1991.0,1.5376629979999075,0.12798101061237555,0.6004224641126419,1239.0,766.5,0.05494809543522202,0.1526876280235373,2117.5,0.05175150734689501,0.405893285931081,False,1239.0
Q9NVH1 (gene DNAJC11):  DnaJ homolog subfamily C member 11,DNAJC11,0,0.0,0.0,0.0,False,1,0.047619047619047616,10808.57142857143,48337.400907895455,True,-1.0,0.0,-19.931568569324174,-1.0,-1.7424536086545468,0.08142910235989112,0.20778700798935434,2326.0,-1.7535677916750183,0.08324130411901337,0.6004224641126419,712.0,630.0,0.08827690179809362,0.21086903746223276,2439.0,0.08142910235989112,0.5605454130912813,False,712.0
Q9Y3Y2 (gene CHTOP):  Chromatin target of PRMT1 protein,CHTOP,8,0.12698412698412698,118811.58730158731,417158.60551618814,False,2,0.09523809523809523,33630.0,105037.36196955733,False,1.0,3.5329047665196076,1.8208548602612111,1.0,0.3890390100637099,0.6972472891656754,0.8294670642397645,5000.5,0.9149139878978041,0.362919400704643,0.648084296064405,3337.0,687.5,0.6395395947494882,0.7672417499045739,4972.5,0.362919400704643,1.0,False,3337.0
P07998 (gene RNASE1):  Ribonuclease pancreatic,RNASE1,10,0.15873015873015872,406854.44444444444,1608664.8309491407,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9451950503185496,0.05175150734689501,0.15246888534892647,1991.0,1.1451184916604475,0.2554913332108933,0.6229102141136859,2447.0,766.5,0.05494809543522202,0.1526876280235373,2117.5,0.05175150734689501,0.405893285931081,False,1991.0
Q99653 (gene CHP1):  Calcineurin B homologous protein 1,CHP1,26,0.4126984126984127,630919.3968253968,1567056.7029931808,False,1,0.047619047619047616,15339.047619047618,68598.30637259354,False,1.0,41.13158863923249,5.362174889499328,1.0,3.1023267798529623,0.0019200587983309997,0.021902621014995686,519.0,1.7780268156504917,0.07910649655563894,0.6004224641126419,651.0,905.0,0.0024683474927963407,0.026438350344745006,556.5,0.0019200587983309997,0.053611875776175086,False,519.0
Q13464 (gene ROCK1):  Rho-associated protein kinase 1,ROCK1,21,0.3333333333333333,1092598.773015873,8256440.404664601,False,3,0.14285714285714285,7917.857142857143,20108.63274053901,False,1.0,137.99172593856866,7.108437954566134,1.0,1.6733200530681511,0.09426430684121027,0.2239668875406852,2505.5,0.5948201194115305,0.5536015667673406,0.7000404880956663,4412.0,796.0,0.08252271432878741,0.20539445710702783,2396.5,0.08252271432878741,0.5674189554577937,False,2396.5
Q9BV19 (gene C1orf50):  Uncharacterized protein C1orf50,C1orf50,28,0.4444444444444444,1610983.634920635,5124338.053920535,False,4,0.19047619047619047,119591.52380952382,374139.1253082735,False,1.0,13.470717519019285,3.751754793019531,1.0,2.0754980866510833,0.037940396008338845,0.125194912934596,1799.5,1.3165746455315446,0.19164924631718985,0.6004224641126419,1899.0,836.5,0.03902890745391406,0.12398640142175255,1877.5,0.037940396008338845,0.3330344324459287,False,1799.5
P35326 (gene SPRR2A):  Small proline-rich protein 2A,SPRR2A,15,0.23809523809523808,1707326.619047619,6786139.87474941,False,2,0.09523809523809523,264671.4285714286,957853.4529242514,False,1.0,6.45074018097273,2.68946471001676,1.0,1.411106079904878,0.1582133375540865,0.3149485391550484,2987.0,0.9593550498251088,0.34020013410610084,0.6394562067035279,3174.0,756.0,0.16650850361511893,0.32336905357024726,3071.5,0.1582133375540865,0.8694204223343692,False,2987.0
"Q16775 (gene HAGH):  Hydroxyacylglutathione hydrolase, mitochondrial",HAGH,42,0.6666666666666666,1702159.7936507936,3087591.9281626493,False,8,0.38095238095238093,2798910.714285714,6843010.337182531,False,1.0,0.608150801296489,-0.717498986174924,-1.0,2.3100802125110924,0.02088371371927903,0.08345092836518332,1484.0,-0.9903385766167082,0.32492200430508467,0.6349100310870495,3049.0,869.5,0.02653882022906376,0.09446933262923292,1676.0,0.02088371371927903,0.21555750181525726,False,1484.0
Q9NW13 (gene RBM28):  RNA-binding protein 28,RBM28,9,0.14285714285714285,26892.360317460316,103940.77317990606,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.833030277982336,0.06679806847513828,0.1799987698837737,2184.5,1.1714396213248695,0.24481476509263286,0.6157944438801123,2370.0,756.0,0.07050969923398515,0.18030898655377425,2303.5,0.06679806847513828,0.48437653484232823,False,2184.5
O00422 (gene SAP18):  Histone deacetylase complex subunit SAP18,SAP18,17,0.2698412698412698,303389.55555555556,786257.1309241476,False,2,0.09523809523809523,48257.619047619046,149851.95621027227,False,1.0,6.286873690347088,2.6523427782045825,1.0,1.6562970259155452,0.09766168249438556,0.229751418675672,2526.0,1.4603727415346919,0.14800863322711746,0.6004224641126419,1437.0,781.0,0.09335474168338485,0.21671376999341405,2569.0,0.09335474168338485,0.606483908039645,False,1437.0
Q6ZNF0 (gene ACP7):  Acid phosphatase type 7,ACP7,2,0.031746031746031744,3568.1428571428573,21010.83690592852,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8263938705413374,0.4085806993246499,0.5641269271397509,4163.5,0.7689105375475453,0.4441554657257397,0.6802608245261038,3894.0,682.5,0.42264357703738953,0.5760775829575202,4239.0,0.4085806993246499,1.0,False,3894.0
Q12769 (gene NUP160):  Nuclear pore complex protein Nup160,NUP160,12,0.19047619047619047,33868.0,119399.57948052825,False,1,0.047619047619047616,361.947619047619,1618.6789609693474,False,1.0,93.57155047889033,6.547998053949241,1.0,1.5675473731482317,0.11698680219229085,0.2595549504943128,2671.5,1.2705275708832688,0.207489744153731,0.6059147399026721,2043.0,762.0,0.10075799741256518,0.23022681446318033,2608.0,0.10075799741256518,0.6429114572870201,False,2043.0
Q9Y606 (gene PUS1):  tRNA pseudouridine synthase A,PUS1,2,0.031746031746031744,5754.761904761905,35899.4115819109,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8263938705413374,0.4085806993246499,0.5641269271397509,4163.5,0.7257999940611626,0.4700278755858248,0.6974806438217389,4020.0,682.5,0.42264357703738953,0.5760775829575202,4239.0,0.4085806993246499,1.0,False,4020.0
Q15042 (gene RAB3GAP1):  Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,18,0.2857142857142857,133390.02222222224,373067.5819760362,False,4,0.19047619047619047,82206.66666666667,274508.25943569106,False,1.0,1.6226180628570224,0.6983234535720685,1.0,0.8596527976755031,0.3899804616688267,0.5641269271397509,3964.5,0.5717286644451594,0.5690697509985954,0.7017628598314273,4837.0,719.5,0.44240592304045745,0.5970128334900179,4421.0,0.3899804616688267,1.0,False,3964.5
Q9NW15 (gene ANO10):  Anoctamin-10,ANO10,2,0.031746031746031744,9229.682539682539,52050.87941157447,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8263938705413374,0.4085806993246499,0.5641269271397509,4163.5,0.8028522384674878,0.4243810833436662,0.6739493718349038,3755.0,682.5,0.42264357703738953,0.5760775829575202,4239.0,0.4085806993246499,1.0,False,3755.0
Q9NQ48 (gene LZTFL1):  Leucine zipper transcription factor-like protein 1,LZTFL1,12,0.19047619047619047,302835.2380952381,1338154.4502763632,False,2,0.09523809523809523,27765.190476190477,117921.1358241556,False,1.0,10.907011005165689,3.447183889597746,1.0,1.0141851056742197,0.3104944343172349,0.4795262218836716,3854.0,0.9295069239329308,0.35535471130147334,0.6437437649865163,3292.0,727.5,0.2972310353829364,0.48017339753441607,3692.0,0.2972310353829364,1.0,False,3292.0
Q14126 (gene DSG2):  Desmoglein-2,DSG2,27,0.42857142857142855,210133.8650793651,489997.6565742318,False,1,0.047619047619047616,1405.2857142857142,6284.62876990441,False,1.0,149.53106175753157,7.224301393186828,1.0,3.2071349029490923,0.0013406411172294783,0.018643974138440718,422.0,1.9286478525914823,0.05723482518174579,0.6004224641126419,396.0,922.0,0.0013667922868461813,0.023827651939214038,342.0,0.0013406411172294783,0.046176774314420486,True,342.0
O95721 (gene SNAP29):  Synaptosomal-associated protein 29,SNAP29,19,0.30158730158730157,671154.4761904762,1893042.6777747339,False,1,0.047619047619047616,13277.619047619048,59379.31753964443,False,1.0,50.54780331721298,5.659576492411818,1.0,2.366431913239847,0.01796047752607873,0.07349259871096452,1391.0,1.5732217042893422,0.11951819025225216,0.6004224641126419,1147.0,836.0,0.01609624683124496,0.06767456560620679,1418.5,0.01609624683124496,0.18096144835780295,False,1147.0
"O43674 (gene NDUFB5):  NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUFB5,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5611.5,,1.0,1.0,5665.0,661.5,1.0,1.0,5651.0,1.0,1.0,False,5611.5
Q16363 (gene LAMA4):  Laminin subunit alpha-4,LAMA4,9,0.14285714285714285,34792.014285714286,237583.41971536953,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.833030277982336,0.06679806847513828,0.1799987698837737,2184.5,0.6630409846490238,0.5091639057879889,0.7000404880956663,4220.0,756.0,0.07050969923398515,0.18030898655377425,2303.5,0.06679806847513828,0.48437653484232823,False,2184.5
P42566 (gene EPS15):  Epidermal growth factor receptor substrate 15,EPS15,18,0.2857142857142857,42848.350793650796,95780.69522661116,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.76339711883103,0.0057203122482973,0.03766819301693347,895.5,2.0255037721981477,0.04606829122245931,0.6004224641126419,288.0,850.5,0.0066594436738163796,0.03973024095798852,993.5,0.0057203122482973,0.09215314907292986,False,288.0
Q03692 (gene COL10A1):  Collagen alpha-1(X) chain,COL10A1,6,0.09523809523809523,30143.190476190477,135508.47152641063,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.4675987714106855,0.1422132419363925,0.2923653347320874,2840.5,1.0071628584525099,0.3168193196488578,0.633940876463151,2977.0,724.5,0.14818504338595928,0.29303015208506233,2960.0,0.1422132419363925,0.7999159661148816,False,2840.5
Q96FV2 (gene SCRN2):  Secernin-2,SCRN2,30,0.47619047619047616,807433.0793650794,2249151.5213507707,False,3,0.14285714285714285,44300.19047619047,146788.24403026124,False,1.0,18.22640197858325,4.187957886106627,1.0,2.708670964831632,0.006755329762364531,0.04342919974382197,923.5,1.5351481820435442,0.12859705745707461,0.6004224641126419,1247.0,902.0,0.004894088479958982,0.03443694533040913,843.0,0.004894088479958982,0.08520855604504461,False,843.0
"Q9Y305 (gene ACOT9):  Acyl-coenzyme A thioesterase 9, mitochondrial",ACOT9,11,0.1746031746031746,66633.58730158731,285984.7972379416,False,1,0.047619047619047616,6680.952380952381,29878.12735649719,False,1.0,9.973665952415441,3.3181238836863853,1.0,1.4401645996461911,0.1498208360668925,0.3047497811029939,2918.5,0.9474442047120969,0.346196250361001,0.6415417251319142,3216.0,745.0,0.15884031598628934,0.31039676553363976,3052.5,0.1498208360668925,0.8339718853673236,False,2918.5
Q5TFE4 (gene NT5DC1):  5-nucleotidase domain-containing protein 1,NT5DC1,19,0.30158730158730157,231806.14285714287,885799.8409778812,False,1,0.047619047619047616,6698.0952380952385,29954.79254429719,False,1.0,34.60777050528392,5.113024098379336,1.0,2.366431913239847,0.01796047752607873,0.07349259871096452,1391.0,1.1504019138038475,0.2533222084711709,0.620938020434507,2433.0,830.0,0.02013968383447644,0.07786996354924591,1543.0,0.01796047752607873,0.19091673705613096,False,1391.0
P18084 (gene ITGB5):  Integrin beta-5,ITGB5,15,0.23809523809523808,28499.036507936504,74390.11485159028,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.4671758189758446,0.013618347174096416,0.06367324391901193,1266.5,1.734570192290051,0.08657450245052975,0.6004224641126419,760.0,819.0,0.015137832553376668,0.0648329569371466,1383.5,0.013618347174096416,0.15920390445589658,False,760.0
